var,Coef.BaboonPanTissue,Coef.BaboonAdipose,Coef.BaboonBrain,Coef.BaboonCortex,Coef.BaboonLiver,Coef.BaboonMuscle,Coef.BaboonHeart,Coef.HumanBaboonAgeLogLinear,Coef.HumanBaboonRelativeAge,Coef.PrimateClockSqrt,Coef.PrimateRelativeAge,Coef.LemurMultiTissue,rep..Homo_sapiens.hg19...dim.datAnnotation...1...,CGid,SYMBOL,GeneRegionID,seqnames,CGstart,CGend,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,ENTREZID,transcriptId,distanceToTSS,ENSEMBL,GENENAME,flank_txIds,flank_geneIds,flank_gene_distances,genic,Intergenic,Promoter,fiveUTR,threeUTR,Exon,Intron,downstream,distal_intergenic,main_Categories,CpGislandseqnames,CpGislandstart,CpGislandend,CpGislandwidth,CpGislandstrand,CpGislandlen,CpGislandcount,CpGislandgc,CpGislandoe,CpGislandden,CpGislandpvalue,CpGisland,stackHMM,repeatElements
cg03168366,NA,NA,NA,NA,NA,NA,NA,-0.198298144,-0.015296657,-0.100897469,-0.013280877,NA,Homo_sapiens.hg19,cg03168366,XBP1,XBP1_fiveUTR,chr22,29192156,29192157,50,+,Promoter (<=1kb),22,29190548,29193033,2486,2,7494,uc003aec.3,877,ENSG00000100219,X-box binding protein 1,uc003aec.3;uc021wnp.1,7494;7494,0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx4,NA
cg03533765,NA,NA,NA,NA,NA,NA,NA,0.08143079,0.000513285,0.137567128,0.003487451,NA,Homo_sapiens.hg19,cg03533765,ACVR2A,ACVR2A_Intergenic_upstream,chr2,148208956,148208957,50,+,Distal Intergenic,2,148602086,148688393,86308,1,92,uc002twg.3,-393079,ENSG00000121989,activin A receptor type 2A,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA17,NA
cg04084821,NA,NA,NA,NA,NA,NA,NA,0.536120318,0.07067188,0.587544415,0.036184922,NA,Homo_sapiens.hg19,cg04084821,SESN2,SESN2_Exon,chr1,28601483,28601484,51,+,"Exon (uc001bps.3/83667, exon 8 of 10)",1,28585963,28609002,23040,1,83667,uc001bps.3,15470,ENSG00000130766,sestrin 2,uc001bps.3,83667,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg04353319,NA,NA,NA,NA,NA,NA,NA,0.071145761,0.01467235,0.025265525,0.032033387,NA,Homo_sapiens.hg19,cg04353319,MNT,MNT_fiveUTR,chr17,2304153,2304154,51,+,Promoter (<=1kb),17,2287354,2304258,16905,2,4335,uc002fur.3,105,ENSG00000070444,MAX network transcriptional repressor,uc002fur.3,4335,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,17,2303923,2304164,242,*,242,28,0.73553719,0.868717949,0.115702479,1.91E-21,CpGisland,PromF4,NA
cg04494540,NA,NA,NA,NA,NA,NA,NA,1.95503721,0.111906724,0.281732812,0.115479663,NA,Homo_sapiens.hg19,cg04494540,FOXC1,FOXC1_Promoter,chr6,1610188,1610189,50,+,Promoter (<=1kb),6,1610681,1614129,3449,1,2296,uc003mtp.3,-493,ENSG00000054598,forkhead box C1,uc003mtp.3,2296,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,6,1610188,1610344,157,*,157,20,0.757961783,0.892045455,0.127388535,2.41E-16,CpGisland,TSS2,NA
cg04515429,NA,NA,NA,NA,NA,NA,NA,0.701708085,0.086202246,0.578219455,0.062627991,NA,Homo_sapiens.hg19,cg04515429,AGAP1,AGAP1_Intron,chr2,236719583,236719584,51,+,"Intron (uc021vyp.1/116987, intron 9 of 9)",2,236402733,237040444,637712,1,116987,uc002vvs.3,316800,ENSG00000157985,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",uc021vyp.1;uc002vvs.3;uc002vvt.3,116987;116987;116987,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxWk1,NA
cg04931708,NA,NA,NA,NA,NA,NA,NA,0.993347576,0.146291595,0.8540434,0.100793423,NA,Homo_sapiens.hg19,cg04931708,FEZF1-AS1,FEZF1-AS1_Exon,chr7,121944678,121944679,50,+,Promoter (<=1kb),7,121943712,121950131,6420,1,154860,uc010lko.2,967,ENSG00000230316,FEZF1 antisense RNA 1,uc010lko.2;uc003vkc.3;uc003vkd.3,154860;389549;389549,0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg05022363,NA,NA,NA,NA,NA,NA,NA,-3.972081301,-0.548452001,-2.531525708,-1.232116281,NA,Homo_sapiens.hg19,cg05022363,PCDH9,PCDH9_fiveUTR,chr13,67804509,67804510,50,-,Promoter (<=1kb),13,66876966,67804468,927503,2,5101,uc001vik.3,0,ENSG00000184226,protocadherin 9,uc001vik.3;uc001vil.3;uc010thl.2;uc001vin.3,5101;5101;5101;5101,0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TSS1,Low_complexity
cg05270634,NA,NA,NA,NA,NA,NA,NA,-0.172851777,-0.013734774,-0.265833961,-0.070920596,NA,Homo_sapiens.hg19,cg05270634,RND2,RND2_Exon,chr17,41177445,41177446,51,-,Promoter (<=1kb),17,41177258,41184058,6801,1,8153,uc002icn.3,187,ENSG00000108830,Rho family GTPase 2,uc010whk.1;uc002icm.1;uc002icn.3,10493;10493;8153,-3072;-2986;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,17,41176904,41177496,593,*,593,60,0.725126476,0.790666667,0.101180438,1.46E-41,CpGisland,PromF5,NA
cg11155697,NA,NA,NA,NA,NA,NA,NA,1.047455957,0.108021346,1.126862064,0.004187075,NA,Homo_sapiens.hg19,cg11155697,HOXB-AS3,HOXB-AS3_Intron,chr17,46671234,46671235,51,+,"Intron (uc021tzg.2/404266, intron 1 of 2)",17,46667823,46679703,11881,1,404266,uc021tzg.2,3361,ENSG00000233101,HOXB cluster antisense RNA 3,uc010dbf.3;uc010dbg.3;uc010wlm.2;uc002inr.3;uc002ins.1;uc010dbh.1;uc021tzg.2;uc021tzh.1;uc021tzi.1;uc021tzj.1;uc021tzk.1,3213;3213;3213;3215;3216;3216;404266;404266;404266;404266;404266,0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TSS2,NA
cg05661521,NA,NA,NA,NA,NA,NA,NA,-0.217019529,-0.017288595,-1.389253842,-0.055749821,NA,Homo_sapiens.hg19,cg05661521,USP19,USP19_Exon,chr3,49153346,49153347,50,+,"Exon (uc003cwa.3/10869, exon 8 of 24)",3,49145479,49158371,12893,2,10869,uc003cvz.4,4975,ENSG00000172046,ubiquitin specific peptidase 19,uc003cwa.3;uc003cvz.4;uc003cwb.3;uc011bcg.2;uc003cwc.2;uc003cwd.2;uc011bch.2;uc011bci.2,10869;10869;10869;10869;10869;10869;10869;10869,0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg06332339,NA,NA,NA,NA,NA,NA,NA,-1.268451038,-0.135106295,-1.215140777,-0.096524516,NA,Homo_sapiens.hg19,cg06332339,NPTN,NPTN_Exon,chr15,73889528,73889529,50,-,"Exon (uc002avs.3/27020, exon 2 of 9)",15,73852344,73925753,73410,2,27020,uc002avr.3,36175,ENSG00000156642,neuroplastin,uc002avr.3;uc002avs.3;uc002avt.3;uc010bjc.3;uc010ula.2,27020;27020;27020;27020;27020,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,15,73889441,73889695,255,*,255,20,0.603921569,0.867346939,0.078431373,5.03E-12,CpGisland,TxEnh3,NA
cg07031236,NA,NA,NA,NA,NA,NA,NA,-0.005565325,-0.003901732,-0.179931192,-0.032147563,NA,Homo_sapiens.hg19,cg07031236,ANAPC16,ANAPC16_Exon,chr10,73983766,73983767,50,+,"Exon (uc021psn.1/119504, exon 2 of 4)",10,73621147,73995618,374472,1,119504,uc021psn.1,362570,ENSG00000166295,anaphase promoting complex subunit 16,uc021psn.1;uc001jsv.3;uc001jsw.3;uc021psp.1;uc021psq.1;uc021psr.1;uc021pss.1,119504;119504;119504;119504;119504;119504;119504,0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx4,NA
cg12632056,NA,NA,NA,NA,NA,NA,NA,-4.635121607,-0.505499592,-0.231601698,-0.1355445,NA,Homo_sapiens.hg19,cg12632056,PHF12,PHF12_Promoter,chr17,27276259,27276260,50,+,Promoter (<=1kb),17,27232271,27277289,45019,2,57649,uc010wbb.1,979,ENSG00000109118,PHD finger protein 12,uc010wbb.1;uc002hdg.1;uc002hdi.1;uc002hdj.1;uc010crw.1;uc002hdk.1,57649;57649;57649;57649;57649;57649,0;0;0;0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Promoter,17,27276220,27276318,99,*,99,12,0.595959596,1.368663594,0.121212121,1.21E-09,CpGisland,PromF4,NA
cg12644878,NA,NA,NA,NA,NA,NA,NA,0.688736026,0.070077049,0.949999219,0.092051789,NA,Homo_sapiens.hg19,cg12644878,BRPF1,BRPF1_Exon,chr3,9786145,9786146,51,+,"Exon (uc003bse.3/7862, exon 9 of 14)",3,9773434,9789699,16266,1,7862,uc003bse.3,12661,ENSG00000156983,bromodomain and PHD finger containing 1,uc003bse.3;uc003bsf.3;uc003bsg.3;uc011ati.2,7862;7862;7862;7862,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg07352145,NA,NA,NA,NA,NA,NA,NA,-0.203386167,-0.066287351,-0.69902078,-0.094285919,NA,Homo_sapiens.hg19,cg07352145,POU2F1,POU2F1_Intron,chr1,167191615,167191616,50,-,"Intron (uc010plg.2/5451, intron 1 of 11)",1,167190066,167396582,206517,1,5451,uc001gec.3,1550,ENSG00000143190,POU class 2 homeobox 1,uc010plg.2;uc001gec.3;uc001ged.3;uc001gee.3;uc010plh.2,5451;5451;5451;5451;5451,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF3,NA
cg12791206,NA,NA,NA,NA,NA,NA,NA,-2.663140414,-0.19557211,-1.898803271,-0.061779339,NA,Homo_sapiens.hg19,cg12791206,FOSL2,FOSL2_Exon,chr2,28616638,28616639,50,+,Promoter (<=1kb),2,28615669,28639445,23777,1,2355,uc021vfg.1,920,ENSG00000075426,"FOS like 2, AP-1 transcription factor subunit",uc021vfg.1;uc002rma.3;uc010ymi.2,2355;2355;2355,0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,2,28616239,28616748,510,*,510,68,0.72745098,1.012436504,0.133333333,4.59E-56,CpGisland,PromF4,NA
cg08035723,NA,NA,NA,NA,NA,NA,NA,0.31548197,0.023626238,0.313128068,0.040692665,NA,Homo_sapiens.hg19,cg08035723,PEX14,PEX14_Intron,chr1,10662877,10662878,51,-,"Intron (uc009vmu.1/5195, intron 3 of 4)",1,10535003,10690815,155813,1,5195,uc001arn.3,127874,ENSG00000142655,peroxisomal biogenesis factor 14,uc009vmu.1;uc001arn.3;uc009vmv.3;uc010oam.2;uc010oan.2;uc009vmw.3,5195;5195;5195;5195;5195;5195,0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx8,NA
cg08122757,NA,NA,NA,NA,NA,NA,NA,0.171394317,0.011908559,0.488037934,0.024831289,NA,Homo_sapiens.hg19,cg08122757,TNPO1,TNPO1_Intron,chr5,72195822,72195823,50,-,"Intron (uc011csj.1/3842, intron 19 of 22)",5,72112418,72210215,97798,1,3842,uc003kck.4,83355,ENSG00000083312,transportin 1,uc011csj.1;uc003kck.4;uc003kci.4;uc003kcg.4,3842;3842;3842;3842,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx1,NA
cg13621099,NA,NA,NA,NA,NA,NA,NA,0.112041619,0.000130867,0.165329864,0.027385572,NA,Homo_sapiens.hg19,cg13621099,ACBD6,ACBD6_Intron,chr1,180394157,180394158,51,+,"Intron (uc001gog.3/84320, intron 4 of 7)",1,180257352,180472022,214671,2,84320,uc001gog.3,77865,ENSG00000230124,acyl-CoA binding domain containing 6,uc001gog.3,84320,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx3,NA
cg14104528,NA,NA,NA,NA,NA,NA,NA,-0.377807197,-0.032083031,-0.185289553,-0.035833667,NA,Homo_sapiens.hg19,cg14104528,ZNF451,ZNF451_Exon,chr6,56966412,56966413,51,-,"Exon (uc011dxn.3/26036, exon 4 of 4)",6,56954808,56974512,19705,1,26036,uc011dxn.3,11604,ENSG00000112200,zinc finger protein 451,uc011dxn.3;uc003pdk.2;uc003pdl.4;uc003pdm.2;uc003pdn.2;uc003pdo.4,26036;26036;26036;26036;26036;26036,0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx1,NA
cg14179336,NA,NA,NA,NA,NA,NA,NA,0.072945849,0.008313723,0.115213268,0.011448712,NA,Homo_sapiens.hg19,cg14179336,LINC01137,LINC01137_Intergenic_downstream,chr1,37855833,37855834,50,+,Distal Intergenic,1,37920480,37940044,19565,2,728431,uc021olm.1,84211,ENSG00000233621,long intergenic non-protein coding RNA 1137,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC4,NA
cg09689442,NA,NA,NA,NA,NA,NA,NA,-0.12857346,-0.011536556,-0.047966119,-0.001787156,NA,Homo_sapiens.hg19,cg09689442,AP3B1,AP3B1_Intron,chr5,77506956,77506957,50,+,"Intron (uc003kfj.4/8546, intron 7 of 26)",5,77298150,77590579,292430,2,8546,uc003kfj.4,83623,ENSG00000132842,adaptor related protein complex 3 subunit beta 1,uc003kfj.4;uc031skl.1,8546;8546,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk8,NA
cg09821379,NA,NA,NA,NA,NA,NA,NA,1.097163548,0.103267536,0.980639962,0.00924056,NA,Homo_sapiens.hg19,cg09821379,CXXC5,CXXC5_Intergenic_upstream,chr5,139017091,139017092,51,+,Distal Intergenic,5,139028301,139062680,34380,1,51523,uc010jfg.1,-11210,ENSG00000171604,CXXC finger protein 5,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,5,139016930,139017092,163,*,163,21,0.748466258,0.997377622,0.128834356,2.93E-17,CpGisland,TSS2,Low_complexity
cg10172301,NA,NA,NA,NA,NA,NA,NA,2.260160595,0.320180776,1.058578862,0.111940213,NA,Homo_sapiens.hg19,cg10172301,FOXD2,FOXD2_fiveUTR,chr1,47903801,47903802,50,+,5' UTR,1,47901689,47906363,4675,1,2306,uc001crm.3,2113,ENSG00000186564,forkhead box D2,uc001crm.3;uc001crl.3,2306;84793,0;-3489,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,1,47903488,47904209,722,*,722,101,0.783933518,0.912437437,0.139889197,1.90E-85,CpGisland,BivProm1,NA
cg10250869,NA,NA,NA,NA,NA,NA,NA,0.2117458,0.024077292,0.288036107,0.348562874,NA,Homo_sapiens.hg19,cg10250869,VWC2L,VWC2L_Promoter,chr2,215275864,215275865,50,+,Promoter (<=1kb),2,215276461,215440653,164193,1,402117,uc002vet.2,-597,ENSG00000174453,von Willebrand factor C domain containing 2 like,uc002vet.2;uc010zjl.1;uc002veq.4;uc002ver.4;uc010zjk.3,402117;402117;79582;79582;79582,0;0;1126712;1126712;1126712,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,2,215275704,215275872,169,*,169,12,0.568047337,0.880590534,0.071005917,6.05E-07,CpGisland,DNase1,NA
cg10491556,NA,NA,NA,NA,NA,NA,NA,-0.194700932,-0.016452149,-0.392418838,-0.055548971,NA,Homo_sapiens.hg19,cg10491556,HMX3,HMX3_Exon,chr10,124895886,124895887,51,+,Promoter (<=1kb),10,124895567,124897247,1681,1,340784,uc010quc.2,269,ENSG00000188620,H6 family homeobox 3,uc010quc.2,340784,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,10,124895243,124895901,659,*,659,84,0.749620637,0.946110855,0.127465857,3.22E-67,CpGisland,BivProm2,NA
cg15253243,NA,NA,NA,NA,NA,NA,NA,1.875402916,0.233516436,1.058843318,0.17637726,NA,Homo_sapiens.hg19,cg15253243,TMEM198,TMEM198_fiveUTR,chr2,220408791,220408792,50,+,Promoter (<=1kb),2,220408745,220415317,6573,1,130612,uc002vmf.3,0,ENSG00000188760,transmembrane protein 198,uc002vme.3;uc002vmf.3;uc010zlh.2;uc002vmc.4,130612;130612;79586;79586,0;0;-923;-255,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,2,220408615,220408989,375,*,375,40,0.733333333,0.793902826,0.106666667,6.78E-29,CpGisland,TSS2,NA
cg16296826,NA,NA,NA,NA,NA,NA,NA,-0.590507439,-0.049737624,-0.405782005,-0.083497305,NA,Homo_sapiens.hg19,cg16296826,ADGRB1,ADGRB1_Intergenic_upstream,chr8,143530749,143530750,50,+,Distal Intergenic,8,143545377,143626368,80992,1,575,uc003ywm.3,-14578,ENSG00000181790,adhesion G protein-coupled receptor B1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,8,143530646,143530750,105,*,105,11,0.723809524,0.888461538,0.104761905,3.73E-08,CpGisland,BivProm3,NA
cg12596040,NA,NA,NA,NA,NA,NA,NA,1.27974267,0.09243333,1.212895512,0.030695916,NA,Homo_sapiens.hg19,cg12596040,PAX7,PAX7_Intron,chr1,18973183,18973184,51,-,"Intron (uc001bay.3/5081, intron 4 of 7)",1,18957500,19075360,117861,1,5081,uc010oct.2,15683,ENSG00000009709,paired box 7,uc001bay.3;uc001baz.3;uc010oct.2,5081;5081;5081,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,1,18973183,18973304,122,*,122,14,0.663934426,1.041463415,0.114754098,7.39E-11,CpGisland,BivProm2,NA
cg17415555,NA,NA,NA,NA,NA,NA,NA,-0.461383762,-0.041073432,-2.554628558,-0.081948879,NA,Homo_sapiens.hg19,cg17415555,TMTC2,TMTC2_fiveUTR,chr12,83081389,83081390,51,+,Promoter (<=1kb),12,83080934,83359746,278813,1,160335,uc001szr.1,405,ENSG00000179104,transmembrane O-mannosyltransferase targeting cadherins 2,uc001szr.1;uc001szs.1;uc001szt.3;uc010suk.2,160335;160335;160335;160335,0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,12,83081316,83081496,181,*,181,13,0.651933702,0.722665848,0.071823204,1.54E-07,CpGisland,TSS1,NA
cg17458251,NA,NA,NA,NA,NA,NA,NA,-0.218356562,-0.058870278,-0.844471001,-0.028206084,NA,Homo_sapiens.hg19,cg17458251,ACIN1,ACIN1_Exon,chr14,23537860,23537861,50,-,"Exon (uc001wio.4/22985, exon 2 of 12)",14,23527774,23564823,37050,2,22985,uc001wit.4,26963,ENSG00000100813,apoptotic chromatin condensation inducer 1,uc001wio.4;uc001wip.4;uc001wiq.4;uc001wir.4;uc001wis.4;uc001wit.4;uc010akg.3;uc010tnj.2,22985;22985;22985;22985;22985;22985;22985;22985,0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx4,NA
cg12808364,NA,NA,NA,NA,NA,NA,NA,0.399817432,0.019541225,0.19426025,0.089564122,NA,Homo_sapiens.hg19,cg12808364,PAX2,PAX2_Intergenic_upstream,chr10,102444031,102444032,50,+,Distal Intergenic,10,102505468,102589698,84231,1,5076,uc001krk.4,-61387,ENSG00000075891,paired box 2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC2,Low_complexity
cg18060631,NA,NA,NA,NA,NA,NA,NA,-0.264890157,-0.021773367,-0.214579109,-0.047977657,NA,Homo_sapiens.hg19,cg18060631,PKDCC,PKDCC_Intron,chr2,42278679,42278680,50,-,"Intron (uc002rsg.3/91461, intron 1 of 6)",2,42275161,42285668,10508,1,91461,uc002rsg.3,3520,ENSG00000162878,"protein kinase domain containing, cytoplasmic",uc002rsg.3,91461,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm4,NA
cg13246416,NA,NA,NA,NA,NA,NA,NA,-0.173974695,-0.025771597,-1.54868947,-0.157026661,NA,Homo_sapiens.hg19,cg13246416,TNPO2,TNPO2_Exon,chr19,12812428,12812429,50,-,"Exon (uc002mup.3/30000, exon 22 of 24)",19,12810008,12832529,22522,2,30000,uc002mup.3,20050,ENSG00000105576,transportin 2,uc002mut.1;uc002mup.3;uc002muq.3;uc002muo.3;uc002mur.3;uc010xmp.2;uc002mum.1,26810;30000;30000;30000;30000;84261;84261,4853;0;0;0;0;-4975;-4975,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,19,12812428,12812537,110,*,110,10,0.627272727,0.924369748,0.090909091,7.59E-07,CpGisland,TxEx2,NA
cg18304538,NA,NA,NA,NA,NA,NA,NA,0.31014599,0.011757543,0.395271322,0.129516001,NA,Homo_sapiens.hg19,cg18304538,TBCA,TBCA_Intergenic_upstream,chr5,77148118,77148119,50,-,Distal Intergenic,5,76986995,77072185,85191,2,6902,uc003kfh.1,-75933,ENSG00000171530,tubulin folding cofactor A,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg13329717,NA,NA,NA,NA,NA,NA,NA,-2.272016988,-0.408989262,-0.903376507,-0.069700476,NA,Homo_sapiens.hg19,cg13329717,WAC,WAC_fiveUTR,chr10,28822522,28822523,51,+,5' UTR,10,28821422,28912041,90620,1,51322,uc001iud.3,1050,ENSG00000095787,WW domain containing adaptor with coiled-coil,uc021pon.1;uc001iuc.3;uc001iud.3;uc001iue.3;uc009xlb.3;uc001iuf.3;uc001iug.3;uc001iuh.3,220906;220906;51322;51322;51322;51322;51322;51322,-1189;-1012;0;0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,10,28821923,28822523,601,*,601,81,0.752079867,0.985545096,0.134775374,4.14E-67,CpGisland,TSS1,NA
cg18463965,NA,NA,NA,NA,NA,NA,NA,-0.111799658,-0.023251196,-0.209953805,-0.053597138,NA,Homo_sapiens.hg19,cg18463965,NOL4L,NOL4L_Intron,chr20,31126668,31126669,51,+,"Intron (uc031rss.1/140688, intron 1 of 10)",20,31030862,31172875,142014,2,140688,uc031rss.1,46207,ENSG00000197183,nucleolar protein 4 like,uc031rss.1;uc002wxw.1,140688;140688,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA9,NA
cg14056866,NA,NA,NA,NA,NA,NA,NA,-0.132346158,-0.011001386,-0.094170401,-0.004324798,NA,Homo_sapiens.hg19,cg14056866,POLG,POLG_Exon,chr15,89878371,89878372,50,-,Promoter (<=1kb),15,89859536,89878026,18491,2,5428,uc002bnr.4,-344,ENSG00000140521,"DNA polymerase gamma, catalytic subunit",uc002bnr.4;uc002bns.4,5428;5428,0;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,15,89878240,89878376,137,*,137,14,0.569343066,1.331944444,0.102189781,3.90E-10,CpGisland,TSS2,tRNA
cg19365356,NA,NA,NA,NA,NA,NA,NA,-1.139916673,-0.218556898,-1.869586007,-0.363667722,NA,Homo_sapiens.hg19,cg19365356,NR3C2,NR3C2_Promoter,chr4,149363213,149363214,50,-,Promoter (<=1kb),4,148999915,149363672,363758,2,4306,uc003ilj.4,409,ENSG00000151623,nuclear receptor subfamily 3 group C member 2,uc003ilj.4;uc003ilk.4;uc010iph.3,4306;4306;4306,0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Promoter,4,149363213,149363385,173,*,173,25,0.722543353,1.179759956,0.144508671,6.72E-22,CpGisland,PromF5,NA
cg14861986,NA,NA,NA,NA,NA,NA,NA,0.290406512,0.044924954,0.120891484,0.019860661,NA,Homo_sapiens.hg19,cg14861986,LRMDA,LRMDA_Intergenic_upstream,chr10,77357585,77357586,50,-,Distal Intergenic,10,77542519,78317126,774608,1,83938,uc001jxi.3,-184932,ENSG00000148655,leucine rich melanocyte differentiation associated,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA17,NA
