"var","Coef.Universal3_Age.LogLinearRelAdult","Coef.Universal2_RelativeAge","Coef.CHR","Coef.bp_hg38","Coef.Gene","Coef.Gene.hg19","Coef.ENTREZID","Coef.conservationInMouse","Coef.GeneRegionID","Coef.annotation","Coef.CHR_mm10","Coef.bp_mm10","Coef.Gene_mm10"
"cg18535797",0.057663626,0.013694948,"11",15507804,"LOC102724957","INSC",102724957,"mapped to different gene in human and mouse","LOC102724957_Intergenic_upstream","Distal Intergenic","7",115092883,"Rpl19-ps10"
"cg20221627",-0.067873466,-0.387823943,"11",4091328,"STIM1","STIM1",6786,"conserved gene and region in mouse and human","STIM1_threeUTR","3' UTR","7",102435430,"Stim1"
"cg17356452",0.0419814,9.47553e-05,"3",141387078,"ZBTB38","ZBTB38",253461,"mapped in human, not mapped in mouse","ZBTB38_Exon","Exon (ENST00000507657.1/253461, exon 4 of 4)","9",96732104,"Zbtb38"
"cg26581729",-0.137446366,-0.127904686,"9",137045340,"NPDC1","NPDC1",56654,"mapped in human, not mapped in mouse","NPDC1_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg14517144",0.438544955,0.126461345,"10",68338663,"HNRNPH3","HNRNPH3",3189,"mapped in human, not mapped in mouse","HNRNPH3_Exon","Exon (ENST00000469172.5/3189, exon 2 of 8)","10",63018064,"Hnrnph3"
"cg26102159",-0.429682733,-0.050198557,"10",73839584,"CAMK2G","CAMK2G",818,"conserved gene and region in mouse and human","CAMK2G_Exon","Exon (ENST00000322635.7/818, exon 13 of 21)","14",20757711,"Camk2g"
"cg26120306",-0.15108904,-0.110019428,"10",101767676,"FGF8","FGF8",2253,"conserved gene and region in mouse and human","FGF8_Intergenic_downstream","Distal Intergenic","19",45734723,"Fgf8"
"cg00467357",-0.082605168,-0.04281876,"11",85978069,"PICALM","PICALM",8301,"conserved gene and region in mouse and human","PICALM_Exon","Exon (ENST00000532317.5/8301, exon 17 of 20)","7",90194296,"Picalm"
"cg23778391",-0.301420662,-0.118417685,"1",10698402,"CASZ1","CASZ1",54897,"mapped to different gene in human and mouse","CASZ1_Intron","Intron (ENST00000377022.8/54897, intron 3 of 20)","4",148897401,"Casz1"
"cg06156376",0.096003595,0.080213875,"3",158106025,"RSRC1","SHOX2",51319,"mapped to different gene in human and mouse","RSRC1_fiveUTR","Promoter (<=1kb)","3",66981557,"Rsrc1"
"cg20635820",0.184078903,0.093441118,"11",85662429,"CREBZF","CREBZF",58487,"conserved gene and region in mouse and human","CREBZF_threeUTR","3' UTR","7",90445452,"Crebzf"
"cg24653269",-0.164032107,-0.10026128,"11",118916022,"BCL9L","BCL9L",283149,"conserved gene and region in mouse and human","BCL9L_Intron","Intron (ENST00000526143.2/283149, intron 1 of 7)","9",44493251,"Bcl9l"
"cg26234822",-0.383495252,-0.055126606,"5",146251755,"RBM27","RBM27",54439,"conserved gene and region in mouse and human","RBM27_Exon","Exon (ENST00000265271.7/54439, exon 9 of 21)","18",42314015,"Rbm27"
"cg26885075",-0.074328327,-0.001695069,"5",88555621,"LINC00461","LINC00461",645323,"mapped to different gene in human and mouse","LINC00461_Intron","Intron (ENST00000506978.5/645323, intron 3 of 6)","13",83869284,"Gm5452"
"cg11217865",-0.022450289,-0.00584132,"5",139847733,"NRG2","NRG2",9542,"conserved gene and region in mouse and human","NRG2_threeUTR","3' UTR","18",36017737,"Nrg2"
"cg11327514",-0.340900203,-0.035146833,"5",171172262,"RANBP17","RANBP17",64901,"conserved gene and region in mouse and human","RANBP17_Intron","Intron (ENST00000389118.8/64901, intron 17 of 29)","11",33327542,"Ranbp17"
"cg13242392",-1.922703333,-0.658760922,"5",36876728,"NIPBL-DT","NIPBL",646719,"mapped to different gene in human and mouse","NIPBL-DT_Promoter","Promoter (<=1kb)","15",8444671,"Nipbl"
"cg06828322",-0.002139529,-0.019052189,"1",44326509,"ERI3","ERI3",79033,"conserved gene and region in mouse and human","ERI3_Intron","Intron (ENST00000372257.7/79033, intron 3 of 8)","4",117576502,"Eri3"
"cg07081182",0.080141341,0.023517985,"1",213159525,"RPS6KC1","RPS6KC1",26750,"conserved gene and region in mouse and human","RPS6KC1_Intron","Intron (ENST00000543354.5/26750, intron 5 of 13)","1",190853897,"Rps6kc1"
"cg04204168",-0.101054197,-0.049448309,"12",14257734,"ATF7IP","ATF7IP",55729,"mapped in human, not mapped in mouse","ATF7IP_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg04366185",0.072901306,0.022592427,"12",53839038,"CISTR","HOXC13",102216268,"mapped to different gene in human and mouse","CISTR_Intron","Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)","15",102833180,"Gm49473"
"cg07056567",-0.116985631,-0.007320518,"7",100676320,"GNB2","GNB2",2783,"mapped to different gene in human and mouse","GNB2_Exon","Exon (ENST00000451587.5/2783, exon 2 of 9)","5",137530696,"Epo"
"cg07323940",-0.196453095,-0.079425248,"7",14197482,"DGKB","DGKB",1607,"mapped in human, not mapped in mouse","DGKB_Intron","Intron (ENST00000399322.7/1607, intron 22 of 24)","12",38594209,"Dgkb"
"cg08074329",0.728638707,0.441754784,"7",23470655,"IGF2BP3","IGF2BP3",10643,"conserved gene and region in mouse and human","IGF2BP3_Promoter","Promoter (<=1kb)","6",49214967,"Igf2bp3"
"cg08570512",-0.000441086,-0.056245727,"7",137623483,"DGKI","DGKI",9162,"mapped in human, not mapped in mouse","DGKI_fiveUTR","5' UTR","6",37067314,"Dgki"
"cg12156848",0.412370274,0.145222051,"15",60677183,"RORA","RORA",6095,"conserved gene and region in mouse and human","RORA_Exon","Exon (ENST00000551975.5/6095, exon 3 of 6)","9",69197556,"Rora"
"cg13953571",0.334016111,0.079719791,"15",70099807,"TLE3","TLE3",7090,"conserved gene and region in mouse and human","TLE3_Promoter","Promoter (1-2kb)","9",61370524,"Tle3"
"cg03820088",0.043114282,0.013663094,"7",23522229,"TRA2A","TRA2A",29896,"conserved gene but different region in human and mouse","TRA2A_fiveUTR","5' UTR","6",49252905,"Tra2a"
"cg02456804",0.379270187,0.151081425,"1",166070621,"FAM78B","FAM78B",149297,"conserved gene and region in mouse and human","FAM78B_Exon","Exon (ENST00000435676.2/149297, exon 2 of 3)","1",167078678,"Fam78b"
"cg02800363",-0.50807175,-0.170767165,"1",27561568,"AHDC1","AHDC1",27245,"mapped in human, not mapped in mouse","AHDC1_Intron","Intron (ENST00000247087.10/27245, intron 1 of 5)","4",133052252,"Ahdc1"
"cg03420509",-0.193894137,-0.073838114,"1",50570234,"FAF1","FAF1",11124,"conserved gene and region in mouse and human","FAF1_Intron","Intron (ENST00000396153.7/11124, intron 12 of 18)","4",109859085,"Faf1"
"cg03521797",-0.439122589,-0.211323543,"1",33368611,"PHC2","PHC2",1912,"mapped in human, not mapped in mouse","PHC2_Exon","Exon (ENST00000257118.5/1912, exon 5 of 14)",NA,NA,NA
"cg07881279",-0.110240832,-0.2624794,"1",10533813,"PEX14","PEX14",5195,"conserved gene and region in mouse and human","PEX14_Intron","Intron (ENST00000472851.1/5195, intron 3 of 3)","4",149044389,"Pex14"
"cg08040307",0.435126202,0.135160024,"1",77633377,"ZZZ3","ZZZ3",26009,"conserved gene and region in mouse and human","ZZZ3_fiveUTR","5' UTR","3",152427304,"Zzz3"
"cg02287493",0.001090366,0.036755419,"X",21374917,"CNKSR2","CNKSR2",22866,"conserved gene and region in mouse and human","CNKSR2_Exon","Exon (ENST00000642359.1/22866, exon 1 of 21)","X",158042820,"Cnksr2"
"cg04103301",-0.109385079,-0.017828848,"X",71547703,"OGT","BCYRN1",8473,"conserved gene and region in mouse and human","OGT_Exon","Exon (ENST00000488174.5/8473, exon 4 of 20)","X",101655421,"Ogt"
"cg08446005",0.145241615,0.057680024,"17",78359055,"SOCS3","SOCS3",9021,"mapped in human, not mapped in mouse","SOCS3_Exon","Exon (ENST00000330871.3/9021, exon 2 of 2)","11",117968190,"Socs3"
"cg10381180",-0.081508838,-0.017842965,"17",40092513,"THRA","THRA",7067,"mapped in human, not mapped in mouse","THRA_threeUTR","3' UTR",NA,NA,NA
"cg21180487",0.037041212,0.027751492,"1",154171419,"TPM3","TPM3",7170,"mapped to different gene in human and mouse","TPM3_threeUTR","3' UTR","3",90089116,"Tpm3"
"cg21278764",-0.194210869,-0.027436899,"1",38016093,"UTP11","UTP11",51118,"conserved gene and region in mouse and human","UTP11_Intron","Intron (ENST00000483182.5/51118, intron 2 of 5)","4",124686382,"Utp11"
"cg00454305",-0.031355827,-0.034853815,"16",1379904,"UNKL","UNKL",64718,"mapped in human, not mapped in mouse","UNKL_Intron","Intron (ENST00000389221.8/64718, intron 10 of 14)",NA,NA,NA
"cg00871371",-0.017405551,-0.10834653,"17",77375394,"SEPTIN9","SEPTIN9",10801,"mapped in human, not mapped in mouse","SEPTIN9_Exon","Exon (ENST00000588701.1/ENST00000588701.1, exon 1 of 1)",NA,NA,NA
"cg18094982",0.148648511,0.048230597,"12",20695438,"SLCO1C1","SLCO1C1",53919,"mapped in human, not mapped in mouse","SLCO1C1_fiveUTR","Promoter (<=1kb)","6",141524375,"Slco1c1"
"cg19195912",-0.128597244,-0.136313614,"2",163944507,"FIGN","FIGN",55137,"conserved gene but different region in human and mouse","FIGN_Intron","Intron (ENST00000429636.1/ENST00000429636.1, intron 3 of 4)","2",64326769,"Gm13577"
"cg19584582",-0.517290376,-0.165340588,"2",176075743,"EVX2","EVX2",344191,"conserved gene and region in mouse and human","EVX2_Intergenic_downstream","Distal Intergenic","2",74651275,"Evx2"
"cg01137681",0.132885563,0.033200202,"11",12764208,"TEAD1","TEAD1",7003,"conserved gene and region in mouse and human","TEAD1_fiveUTR","5' UTR","7",112759413,"Tead1"
"cg21246299",-0.079645143,-0.020862072,"19",13091530,"NFIX","NFIX",4784,"conserved gene and region in mouse and human","NFIX_Intron","Intron (ENST00000397661.6/4784, intron 9 of 9)","8",84712673,"Nfix"
"cg21839725",0.079802694,0.028272873,"19",35723809,"KMT2B","KMT2B",9757,"conserved gene and region in mouse and human","KMT2B_Exon","Exon (ENST00000420124.2/9757, exon 8 of 37)","7",30583384,"Kmt2b"
"cg23567910",0.257780999,0.044408355,"19",30224550,"ZNF536","ZNF536",9745,"conserved gene and region in mouse and human","ZNF536_Promoter","Promoter (3-4kb)","7",37773800,"Zfp536"
"cg17267107",0.267156793,0.08512332,"1",10669966,"CASZ1","CASZ1",54897,"mapped to different gene in human and mouse","CASZ1_Intron","Intron (ENST00000377022.8/54897, intron 4 of 20)","4",148924608,"Casz1"
"cg22354333",-0.749796974,-0.310264817,"1",50977563,"CDKN2C","CDKN2C",1031,"mapped in human, not mapped in mouse","CDKN2C_Intergenic_downstream","Distal Intergenic","4",109657858,"Cdkn2c"
"cg22409694",0.039017227,0.019212292,"1",87338099,"LMO4","LMO4",8543,"conserved gene and region in mouse and human","LMO4_Intron","Intron (ENST00000370544.10/8543, intron 2 of 4)","3",144196044,"Lmo4"
"cg23287176",0.047252686,0.016106371,"1",10672330,"CASZ1","CASZ1",54897,"mapped to different gene in human and mouse","CASZ1_Intron","Intron (ENST00000377022.8/54897, intron 4 of 20)","4",148922240,"Casz1"
"cg23405931",0.003635825,0.000649456,"1",91513975,"CDC7","CDC7",8317,"mapped in human, not mapped in mouse","CDC7_Exon","Exon (ENST00000234626.11/8317, exon 8 of 12)","5",106974628,"Cdc7"
"cg22703759",-0.032958282,-0.029280695,"20",37627644,"LINC00489","LINC00489",100861522,"mapped in human, not mapped in mouse","LINC00489_Promoter","Promoter (4-5kb)",NA,NA,NA
"cg22943590",-0.281073482,-0.115546163,"2",66421665,"MEIS1","MEIS1-AS3",4211,"mapped in human, not mapped in mouse","MEIS1_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg03942000",0.426064339,0.110069983,"9",128393488,"MIR219A2","MIR219A2",407003,"conserved gene but different region in human and mouse","MIR219A2_Exon","Promoter (<=1kb)","2",29846471,"Urm1"
"cg04111974",-0.352350902,-0.026401162,"9",126429465,"MVB12B","MVB12B",89853,"conserved gene and region in mouse and human","MVB12B_Intron","Intron (ENST00000361171.8/89853, intron 7 of 9)","2",33796263,"Mvb12b"
"cg26476447",-0.279794003,-0.242123005,"14",76075669,"IFT43","IFT43",112752,"conserved gene and region in mouse and human","IFT43_Intron","Intron (ENST00000314067.10/112752, intron 5 of 8)","12",86153752,"Ift43"
"cg26957053",0.022360153,0.014348496,"14",33800281,"NPAS3","NPAS3",64067,"conserved gene and region in mouse and human","NPAS3_Exon","Exon (ENST00000551634.5/64067, exon 11 of 11)","12",54068282,"Npas3"
"cg01153166",0.080613126,0.009852162,"15",96331473,"NR2F2","NR2F2",7026,"conserved gene but different region in human and mouse","NR2F2_fiveUTR","5' UTR","7",70360972,"Nr2f2"
"cg23423329",-0.184100493,-0.045249336,"6",30741603,"FLOT1","FLOT1",10211,"mapped in human, not mapped in mouse","FLOT1_Exon","Exon (ENST00000376389.8/10211, exon 4 of 13)","17",35824331,"Flot1"
"cg25699407",0.153052203,0.016269336,"6",19839215,"ID4","ID4",3400,"conserved gene and region in mouse and human","ID4_threeUTR","3' UTR","13",48262957,"Id4"
"cg00258262",0.06468161,0.053678899,"1",90828767,"LINC02609","BARHL2",105378853,"mapped to different gene in human and mouse","LINC02609_Exon","Exon (ENST00000658618.1/105378853, exon 2 of 2)","5",106554673,"Gm17304"
"cg00694357",-0.93733952,-0.226399969,"1",155004171,"ZBTB7B","ZBTB7B",51043,"conserved gene but different region in human and mouse","ZBTB7B_Intron","Intron (ENST00000417934.6/51043, intron 1 of 4)","3",89391821,"Zbtb7b"
"cg01169686",-0.045590413,-0.024840384,"1",170564460,"GORAB","GORAB",92344,"mapped in human, not mapped in mouse","GORAB_Intergenic_downstream","Distal Intergenic","1",163378086,"Gorab"
"cg02034779",0.030145638,0.051431844,"1",20482558,"CAMK2N1","CAMK2N1",55450,"mapped in human, not mapped in mouse","CAMK2N1_threeUTR","3' UTR",NA,NA,NA
"cg15408728",-0.202424702,-0.096953158,"14",95008596,"DICER1","DICER1",23405,"conserved gene and region in mouse and human","DICER1_Intergenic_downstream","Distal Intergenic","12",104634980,"Dicer1"
"cg20100200",0.255807282,0.056578028,"14",63375966,"PPP2R5E","PPP2R5E",5529,"mapped in human, not mapped in mouse","PPP2R5E_threeUTR","3' UTR",NA,NA,NA
"cg20422755",-0.043115039,-0.070184034,"14",72553332,"RGS6","RGS6",9628,"mapped in human, not mapped in mouse","RGS6_threeUTR","3' UTR","12",83150227,"Rgs6"
"cg00096922",-0.006462243,-0.009445006,"7",97024873,"DLX5","DLX5",1749,"conserved gene but different region in human and mouse","DLX5_fiveUTR","Promoter (<=1kb)","6",6882127,"Dlx5"
"cg00195533",-0.087343274,-0.172659288,"7",128832266,"FLNC","FLNC",2318,"conserved gene and region in mouse and human","FLNC_Intron","Intron (ENST00000325888.12/2318, intron 1 of 47)","6",29435072,"Flnc"
"cg22146484",-0.63973459,-0.208264358,"8",56211303,"PLAG1","PLAG1",5324,"mapped in human, not mapped in mouse","PLAG1_Exon","Promoter (<=1kb)","4",3938396,"Plag1"
"cg07332354",0.041508527,0.210602177,"5",88883996,"MEF2C-AS1","MEF2C",101929423,"mapped to different gene in human and mouse","MEF2C-AS1_Promoter","Promoter (<=1kb)","13",83524027,"Mef2c"
"cg10711876",-0.022726787,-0.016546049,"12",53712389,"CALCOCO1","CALCOCO1",57658,"mapped in human, not mapped in mouse","CALCOCO1_threeUTR","3' UTR","15",102707927,"Calcoco1"
"cg18691948",0.093556876,0.05016333,"7",8441437,"NXPH1","NXPH1",30010,"conserved gene and region in mouse and human","NXPH1_Intron","Intron (ENST00000405863.6/30010, intron 2 of 2)","6",8956158,"Nxph1"
"cg19296935",0.283938189,0.090043244,"7",50180223,"ZPBP","SPATA48",11055,"mapped to different gene in human and mouse","ZPBP_Intergenic_upstream","Distal Intergenic","11",11528304,"Spata48"
"cg19319735",0.167872735,0.099561153,"7",5423744,"TNRC18","TNRC18",84629,"conserved gene but different region in human and mouse","TNRC18_Intron","Intron (ENST00000399434.2/84629, intron 1 of 2)","5",142817572,"Tnrc18"
"cg17116410",0.08782829,0.058502155,"12",54037896,"HOXC4","HOXC4",3221,"conserved gene but different region in human and mouse","HOXC4_Exon","Exon (ENST00000507650.1/3221, exon 1 of 3)","15",103018923,"Hoxc4"
"cg25906744",0.171057951,0.025919774,"X",140088074,"LOC389895","LOC389895",389895,"mapped in human, not mapped in mouse","LOC389895_Promoter","Promoter (3-4kb)",NA,NA,NA
"cg27035369",-0.074648754,-0.031690947,"X",40155247,"BCOR","BCOR",54880,"conserved gene but different region in human and mouse","BCOR_Intron","Intron (ENST00000378455.8/54880, intron 1 of 13)","X",12136979,"Bcor"
"cg27208859",0.012632306,0.046076245,"X",133999650,"GPC3","GPC3",2719,"conserved gene and region in mouse and human","GPC3_Intergenic_upstream","Distal Intergenic","X",52627685,"Gpc3"
"cg02177464",0.330015992,0.192402722,"2",159453749,"BAZ2B","BAZ2B",29994,"mapped in human, not mapped in mouse","BAZ2B_Exon","Exon (ENST00000392783.7/29994, exon 4 of 37)","2",59983918,"Baz2b"
"cg03588035",-0.253244622,-0.116801899,"2",73081656,"RAB11FIP5","RAB11FIP5",26056,"mapped in human, not mapped in mouse","RAB11FIP5_Exon","Exon (ENST00000486777.6/26056, exon 4 of 6)",NA,NA,NA
"cg01038105",-0.186933701,-0.093778762,"11",57794027,"TMX2-CTNND1","TMX2-CTNND1",100528016,"mapped to different gene in human and mouse","TMX2-CTNND1_fiveUTR","5' UTR","2",84622064,"Ctnnd1"
"cg09061197",0.103388119,0.015308707,"3",136151421,"MSL2","MSL2",55167,"conserved gene and region in mouse and human","MSL2_Exon","Exon (ENST00000309993.3/55167, exon 2 of 2)","9",101101887,"Msl2"
"cg10609096",0.748360399,0.105603585,"3",138245202,"ARMC8","ARMC8",25852,"conserved gene but different region in human and mouse","ARMC8_threeUTR","3' UTR","9",99520467,"Armc8"
"cg10710448",-0.177457728,-0.040461867,"3",147410944,"LOC440982","ZIC1",440982,"mapped in human, not mapped in mouse","LOC440982_Exon","Exon (ENST00000282928.5/7545, exon 1 of 3)","9",91364185,"Zic1"
"cg13884903",-0.0111276,-0.020089975,"20",22578708,"LINC00261","LINC00261",140828,"mapped to different gene in human and mouse","LINC00261_Promoter","Promoter (<=1kb)","2",148040331,"Foxa2"
"cg14299268",0.150762381,0.047005762,"20",9373073,"PLCB4","PLCB4",5332,"conserved gene and region in mouse and human","PLCB4_Exon","Exon (ENST00000378473.7/5332, exon 11 of 38)","2",135939973,"Plcb4"
"cg15471501",0.29187077,0.092334243,"20",21103492,"LINC00237","KIZ",105372556,"mapped in human, not mapped in mouse","LINC00237_Intron","Intron (ENST00000655093.1/105372556, intron 1 of 3)","2",146836821,"Kiz"
"cg24393114",0.083142242,0.073844273,"13",42720528,"FAM216B","FAM216B",144809,"mapped to different gene in human and mouse","FAM216B_Intergenic_upstream","Distal Intergenic","14",78159796,"Gm48959"
"cg26062663",-0.054096784,-0.024188218,"13",27823129,"PLUT","GSX1",100861550,"mapped to different gene in human and mouse","PLUT_Exon","Exon (ENST00000499662.3/100861550, exon 4 of 5)","5",147223954,"Gsx1"
"cg27299745",-0.019781065,-0.022374323,"13",83881256,"SLITRK1","SLITRK1",114798,"conserved gene and region in mouse and human","SLITRK1_Exon","Exon (ENST00000377084.3/114798, exon 1 of 1)","14",108913026,"Slitrk1"
"cg00975350",-0.092865276,-0.084775867,"14",35403912,"NFKBIA","NFKBIA",4792,"mapped in human, not mapped in mouse","NFKBIA_fiveUTR","Promoter (<=1kb)","12",55491906,"Nfkbia"
"cg01566077",-1.113568192,-0.154666184,"14",21500663,"METTL3","METTL3",56339,"conserved gene and region in mouse and human","METTL3_threeUTR","3' UTR","14",52297639,"Mettl3"
"cg09200783",0.725379251,0.307782124,"14",56590439,"TMEM260","TMEM260",54916,"conserved gene and region in mouse and human","TMEM260_Intron","Intron (ENST00000556422.5/54916, intron 3 of 14)","14",48456488,"Tmem260"
"cg11275232",0.635985703,0.23283098,"14",66985695,"GPHN","GPHN",10243,"conserved gene and region in mouse and human","GPHN_Exon","Exon (ENST00000543237.5/10243, exon 10 of 25)","12",78522911,"Gphn"
"cg11690941",0.029482721,0.115009097,"14",93474290,"UNC79","UNC79",57578,"conserved gene but different region in human and mouse","UNC79_fiveUTR","5' UTR","12",102998687,"Unc79"
"cg16582309",0.107875858,0.108058328,"16",24214762,"PRKCB","PRKCB",5579,"conserved gene and region in mouse and human","PRKCB_Exon","Exon (ENST00000643927.1/5579, exon 17 of 17)","7",122627760,"Prkcb"
"cg10792727",-1.386874108,-0.209564457,"6",12013234,"HIVEP1","HIVEP1",3096,"conserved gene but different region in human and mouse","HIVEP1_Intron","Intron (ENST00000491710.5/3096, intron 1 of 3)","13",42052894,"Hivep1"
"cg07459759",-0.009181295,-0.011710047,"X",69615634,"EDA","EDA",1896,"conserved gene and region in mouse and human","EDA_Promoter","Promoter (<=1kb)","X",99975104,"Eda"
